"fish_group","rcp","sector","year","value","agg"
"All fish groups","RCP 8.5","All sectors",2014,488679.262784893,"Totals"
"All fish groups","RCP 2.6","Artisanal",2014,319424.606808906,"Totals"
"All fish groups","RCP 8.5","Artisanal",2014,330316.749011685,"Totals"
"All fish groups","RCP 2.6","Industrial",2014,25849.1812083,"Totals"
"All fish groups","RCP 8.5","Industrial",2014,25966.2425527,"Totals"
"All fish groups","RCP 2.6","Subsistence",2014,135980.846213728,"Totals"
"All fish groups","RCP 8.5","Subsistence",2014,132396.271220508,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",2014,16929.608565,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",2014,8849.051025,"By fish group"
"Banana prawn","RCP 2.6","All sectors",2014,1.595694495,"By fish group"
"Banana prawn","RCP 8.5","All sectors",2014,1.591695206,"By fish group"
"Barramundi","RCP 2.6","All sectors",2014,21.65693872,"By fish group"
"Barramundi","RCP 8.5","All sectors",2014,22.572392,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",2014,489.6989076,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",2014,490.5211437,"By fish group"
"Black pomfret","RCP 2.6","All sectors",2014,416.8862876,"By fish group"
"Black pomfret","RCP 8.5","All sectors",2014,418.4723772,"By fish group"
"Bombay duck","RCP 2.6","All sectors",2014,74882.476982,"By fish group"
"Bombay duck","RCP 8.5","All sectors",2014,80921.931682,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",2014,633.5943828,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",2014,626.1883426,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",2014,705.7427164,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",2014,704.2350873,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",2014,3328.825102,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",2014,3311.258975,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",2014,22903.516259,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",2014,23092.301018,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",2014,49854.04825116,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",2014,52114.80876734,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",2014,1404.55339,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",2014,1401.54985,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",2014,11.53781071,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",2014,2.76021872,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",2014,334.9432739,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",2014,331.1179013,"By fish group"
"Grunters","RCP 2.6","All sectors",2014,538.5875718,"By fish group"
"Grunters","RCP 8.5","All sectors",2014,537.9480937,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",2014,6278.563634,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",2014,6265.463128,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",2014,44093.0908869,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",2014,46172.1088768,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",2014,705.919061433,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",2014,753.375525112,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",2014,213.8330488,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",2014,212.5911977,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",2014,2282.3970064,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",2014,2375.7914639,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",2014,2210.985579,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",2014,2205.2035,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",2014,1365.679517,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",2014,1331.354519,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",2014,347.5780459,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",2014,345.7438852,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",2014,1698.383598,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",2014,1684.572806,"By fish group"
"Johns snapper","RCP 2.6","All sectors",2014,83.07784834,"By fish group"
"Johns snapper","RCP 8.5","All sectors",2014,85.05345444,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",2014,11.57715895,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",2014,11.85139178,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",2014,3357.429988,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",2014,3355.413521,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",2014,1074.533532,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",2014,1056.771602,"By fish group"
"Others","RCP 2.6","All sectors",2014,117980.19944,"By fish group"
"Others","RCP 8.5","All sectors",2014,121033.04947,"By fish group"
"Scats","RCP 2.6","All sectors",2014,60.01256435,"By fish group"
"Scats","RCP 8.5","All sectors",2014,59.8840725,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",2014,33086.653322,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",2014,32732.727105,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",2014,728.9843271,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",2014,725.1374951,"By fish group"
"Silver biddies","RCP 2.6","All sectors",2014,421.2751456,"By fish group"
"Silver biddies","RCP 8.5","All sectors",2014,420.5511024,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",2014,77479.6035879,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",2014,78952.2503168,"By fish group"
"Silver sillago","RCP 2.6","All sectors",2014,72.38676837,"By fish group"
"Silver sillago","RCP 8.5","All sectors",2014,72.08295367,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",2014,1029.256658,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",2014,1027.055698,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",2014,135.7629577,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",2014,135.4681557,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",2014,157.2302959,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",2014,370.2514307,"By fish group"
"Stargazers","RCP 2.6","All sectors",2014,10.87659986,"By fish group"
"Stargazers","RCP 8.5","All sectors",2014,10.85330101,"By fish group"
"Threadfins","RCP 2.6","All sectors",2014,11586.778524,"By fish group"
"Threadfins","RCP 8.5","All sectors",2014,12107.978319,"By fish group"
"Thryssas","RCP 2.6","All sectors",2014,835.710948406,"By fish group"
"Thryssas","RCP 8.5","All sectors",2014,831.881427985,"By fish group"
"Toli shad","RCP 2.6","All sectors",2014,13.05047774,"By fish group"
"Toli shad","RCP 8.5","All sectors",2014,12.94956033,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",2014,519.921988,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",2014,523.3920595,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",2014,15.1377291,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",2014,15.1053422,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",2014,659.7441596,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",2014,675.6907268,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",2014,281.7276994,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",2014,291.3508082,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",2015,13344.73259,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",2015,15848.11065,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",2015,56339.10961,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",2015,60231.16473,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",2015,4203.899729,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",2015,4422.919767,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",2015,43734.6385,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",2015,44915.88754,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",2015,45082.68092,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",2015,47180.76152,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",2015,406.0991337,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",2015,576.3567983,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",2015,1972.27095,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",2015,2061.130976,"By fish group"
"Others","RCP 2.6","Artisanal",2015,48345.20994,"By fish group"
"Others","RCP 8.5","Artisanal",2015,52233.21955,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",2015,26779.96136,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",2015,26096.59416,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",2015,73610.76896,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",2015,74953.60309,"By fish group"
"Threadfins","RCP 2.6","Artisanal",2015,9643.824113,"By fish group"
"Threadfins","RCP 8.5","Artisanal",2015,10179.60871,"By fish group"
"Thryssas","RCP 2.6","Artisanal",2015,39.76178217,"By fish group"
"Thryssas","RCP 8.5","Artisanal",2015,42.61563604,"By fish group"
"Bombay duck","RCP 2.6","Industrial",2015,1894.663899,"By fish group"
"Bombay duck","RCP 8.5","Industrial",2015,1925.773652,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",2015,346.0420386,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",2015,349.2145323,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",2015,1042.096389,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",2015,1033.274172,"By fish group"
"Others","RCP 2.6","Industrial",2015,18959.87337,"By fish group"
"Others","RCP 8.5","Industrial",2015,19075.61025,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Industrial",2015,2091.383016,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Industrial",2015,2076.426587,"By fish group"
"Silver pomfret","RCP 2.6","Industrial",2015,558.2400446,"By fish group"
"Silver pomfret","RCP 8.5","Industrial",2015,553.9636761,"By fish group"
"Acetes shrimps","RCP 2.6","Subsistence",2015,3372.786658,"By fish group"
"Acetes shrimps","RCP 8.5","Subsistence",2015,5171.585617,"By fish group"
"Banana prawn","RCP 2.6","Subsistence",2015,14.47082761,"By fish group"
"Banana prawn","RCP 8.5","Subsistence",2015,14.41381233,"By fish group"
"Barramundi","RCP 2.6","Subsistence",2015,19.90322661,"By fish group"
"Barramundi","RCP 8.5","Subsistence",2015,20.75973062,"By fish group"
"Bartail flathead","RCP 2.6","Subsistence",2015,484.6018676,"By fish group"
"Bartail flathead","RCP 8.5","Subsistence",2015,483.6866014,"By fish group"
"Black pomfret","RCP 2.6","Subsistence",2015,415.3283126,"By fish group"
"Black pomfret","RCP 8.5","Subsistence",2015,420.3547432,"By fish group"
"Bombay duck","RCP 2.6","Subsistence",2015,20013.19309,"By fish group"
"Bombay duck","RCP 8.5","Subsistence",2015,20135.01948,"By fish group"
"Chinese silver pomfret","RCP 2.6","Subsistence",2015,649.5745909,"By fish group"
"Chinese silver pomfret","RCP 8.5","Subsistence",2015,639.8329525,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","Subsistence",2015,712.2539198,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","Subsistence",2015,710.7229845,"By fish group"
"Cutlassfishes","RCP 2.6","Subsistence",2015,3390.34265,"By fish group"
"Cutlassfishes","RCP 8.5","Subsistence",2015,3407.237226,"By fish group"
"Drums, croakers","RCP 2.6","Subsistence",2015,18778.66723,"By fish group"
"Drums, croakers","RCP 8.5","Subsistence",2015,18749.45691,"By fish group"
"Fourfinger threadfin","RCP 2.6","Subsistence",2015,39.91231818,"By fish group"
"Fourfinger threadfin","RCP 8.5","Subsistence",2015,40.52755548,"By fish group"
"Garment anchovies","RCP 2.6","Subsistence",2015,1464.981125,"By fish group"
"Garment anchovies","RCP 8.5","Subsistence",2015,1461.839665,"By fish group"
"Giant tiger prawn","RCP 2.6","Subsistence",2015,46.37302838,"By fish group"
"Giant tiger prawn","RCP 8.5","Subsistence",2015,11.57516062,"By fish group"
"Green tiger prawn","RCP 2.6","Subsistence",2015,352.5182836,"By fish group"
"Green tiger prawn","RCP 8.5","Subsistence",2015,336.3831204,"By fish group"
"Grunters","RCP 2.6","Subsistence",2015,569.7718576,"By fish group"
"Grunters","RCP 8.5","Subsistence",2015,569.1390531,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","Subsistence",2015,6605.919332,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","Subsistence",2015,6592.264286,"By fish group"
"Hilsa shad","RCP 2.6","Subsistence",2015,384.1263541,"By fish group"
"Hilsa shad","RCP 8.5","Subsistence",2015,379.3482512,"By fish group"
"Indian mackerel","RCP 2.6","Subsistence",2015,3.262321369,"By fish group"
"Indian mackerel","RCP 8.5","Subsistence",2015,3.35273477,"By fish group"
"Indian white prawn","RCP 2.6","Subsistence",2015,221.7206083,"By fish group"
"Indian white prawn","RCP 8.5","Subsistence",2015,213.5189419,"By fish group"
"Indo-Pacific prawns","RCP 2.6","Subsistence",2015,2238.285389,"By fish group"
"Indo-Pacific prawns","RCP 8.5","Subsistence",2015,2233.736238,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","Subsistence",2015,1398.831992,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","Subsistence",2015,1366.427369,"By fish group"
"Jacks, pompanos","RCP 2.6","Subsistence",2015,354.0013779,"By fish group"
"Jacks, pompanos","RCP 8.5","Subsistence",2015,355.7654188,"By fish group"
"Jarbua terapon","RCP 2.6","Subsistence",2015,1704.959369,"By fish group"
"Jarbua terapon","RCP 8.5","Subsistence",2015,1726.48358,"By fish group"
"Johns snapper","RCP 2.6","Subsistence",2015,77.04989262,"By fish group"
"Johns snapper","RCP 8.5","Subsistence",2015,78.92632594,"By fish group"
"Kuruma prawn","RCP 2.6","Subsistence",2015,9.959682388,"By fish group"
"Kuruma prawn","RCP 8.5","Subsistence",2015,10.20190565,"By fish group"
"Mullets, grey mullets","RCP 2.6","Subsistence",2015,3299.989009,"By fish group"
"Mullets, grey mullets","RCP 8.5","Subsistence",2015,3298.453104,"By fish group"
"Others","RCP 2.6","Subsistence",2015,53402.47353,"By fish group"
"Others","RCP 8.5","Subsistence",2015,53668.58591,"By fish group"
"Scats","RCP 2.6","Subsistence",2015,61.53222286,"By fish group"
"Scats","RCP 8.5","Subsistence",2015,61.3998245,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Subsistence",2015,2742.875453,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Subsistence",2015,2774.120364,"By fish group"
"Sepia cuttlefishes","RCP 2.6","Subsistence",2015,742.4561458,"By fish group"
"Sepia cuttlefishes","RCP 8.5","Subsistence",2015,746.1559139,"By fish group"
"Silver biddies","RCP 2.6","Subsistence",2015,419.6483357,"By fish group"
"Silver biddies","RCP 8.5","Subsistence",2015,418.9571769,"By fish group"
"Silver pomfret","RCP 2.6","Subsistence",2015,4587.560268,"By fish group"
"Silver pomfret","RCP 8.5","Subsistence",2015,4560.362731,"By fish group"
"Silver sillago","RCP 2.6","Subsistence",2015,74.33322393,"By fish group"
"Silver sillago","RCP 8.5","Subsistence",2015,74.26936103,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","Subsistence",2015,1063.140684,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","Subsistence",2015,1060.856196,"By fish group"
"Smelt-whitings","RCP 2.6","Subsistence",2015,139.4135774,"By fish group"
"Smelt-whitings","RCP 8.5","Subsistence",2015,139.1076925,"By fish group"
"Speckled shrimp","RCP 2.6","Subsistence",2015,378.7996854,"By fish group"
"Speckled shrimp","RCP 8.5","Subsistence",2015,261.7487508,"By fish group"
"Stargazers","RCP 2.6","Subsistence",2015,11.55633577,"By fish group"
"Stargazers","RCP 8.5","Subsistence",2015,11.53165566,"By fish group"
"Threadfins","RCP 2.6","Subsistence",2015,2479.403604,"By fish group"
"Threadfins","RCP 8.5","Subsistence",2015,2475.281947,"By fish group"
"Thryssas","RCP 2.6","Subsistence",2015,843.5660742,"By fish group"
"Thryssas","RCP 8.5","Subsistence",2015,847.769688,"By fish group"
"Toli shad","RCP 2.6","Subsistence",2015,13.38214977,"By fish group"
"Toli shad","RCP 8.5","Subsistence",2015,13.08894504,"By fish group"
"Torpedo scad","RCP 2.6","Subsistence",2015,513.5289547,"By fish group"
"Torpedo scad","RCP 8.5","Subsistence",2015,520.9161369,"By fish group"
"Upeneid goatfishes","RCP 2.6","Subsistence",2015,15.71333961,"By fish group"
"Upeneid goatfishes","RCP 8.5","Subsistence",2015,15.67961282,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",2015,633.3887183,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",2015,648.12458,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",2015,271.648989,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",2015,282.3898737,"By fish group"
"All fish groups","RCP 2.6","All sectors",2015,483412.461950067,"Totals"
"All fish groups","RCP 8.5","All sectors",2015,500767.5951239,"Totals"
"All fish groups","RCP 2.6","Artisanal",2015,323502.95758787,"Totals"
"All fish groups","RCP 8.5","Artisanal",2015,338741.97312734,"Totals"
"All fish groups","RCP 2.6","Industrial",2015,24892.2987572,"Totals"
"All fish groups","RCP 8.5","Industrial",2015,25014.2628694,"Totals"
"All fish groups","RCP 2.6","Subsistence",2015,135017.205604997,"Totals"
"All fish groups","RCP 8.5","Subsistence",2015,137011.35912716,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",2015,16717.519248,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",2015,21019.696267,"By fish group"
"Banana prawn","RCP 2.6","All sectors",2015,14.47082761,"By fish group"
"Banana prawn","RCP 8.5","All sectors",2015,14.41381233,"By fish group"
"Barramundi","RCP 2.6","All sectors",2015,19.90322661,"By fish group"
"Barramundi","RCP 8.5","All sectors",2015,20.75973062,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",2015,484.6018676,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",2015,483.6866014,"By fish group"
"Black pomfret","RCP 2.6","All sectors",2015,415.3283126,"By fish group"
"Black pomfret","RCP 8.5","All sectors",2015,420.3547432,"By fish group"
"Bombay duck","RCP 2.6","All sectors",2015,78246.966599,"By fish group"
"Bombay duck","RCP 8.5","All sectors",2015,82291.957862,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",2015,649.5745909,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",2015,639.8329525,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",2015,712.2539198,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",2015,710.7229845,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",2015,3390.34265,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",2015,3407.237226,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",2015,22982.566959,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",2015,23172.376677,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",2015,43774.55081818,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",2015,44956.41509548,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",2015,1464.981125,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",2015,1461.839665,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",2015,46.37302838,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",2015,11.57516062,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",2015,352.5182836,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",2015,336.3831204,"By fish group"
"Grunters","RCP 2.6","All sectors",2015,569.7718576,"By fish group"
"Grunters","RCP 8.5","All sectors",2015,569.1390531,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",2015,6605.919332,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",2015,6592.264286,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",2015,45466.8072741,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",2015,47560.1097712,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",2015,409.361455069,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",2015,579.70953307,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",2015,221.7206083,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",2015,213.5189419,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",2015,2318.3129886,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",2015,2410.3455083,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",2015,2238.285389,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",2015,2233.736238,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",2015,1398.831992,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",2015,1366.427369,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",2015,354.0013779,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",2015,355.7654188,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",2015,1704.959369,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",2015,1726.48358,"By fish group"
"Johns snapper","RCP 2.6","All sectors",2015,77.04989262,"By fish group"
"Johns snapper","RCP 8.5","All sectors",2015,78.92632594,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",2015,9.959682388,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",2015,10.20190565,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",2015,3299.989009,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",2015,3298.453104,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",2015,1042.096389,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",2015,1033.274172,"By fish group"
"Others","RCP 2.6","All sectors",2015,120707.55684,"By fish group"
"Others","RCP 8.5","All sectors",2015,124977.41571,"By fish group"
"Scats","RCP 2.6","All sectors",2015,61.53222286,"By fish group"
"Scats","RCP 8.5","All sectors",2015,61.3998245,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",2015,31614.219829,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",2015,30947.141111,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",2015,742.4561458,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",2015,746.1559139,"By fish group"
"Silver biddies","RCP 2.6","All sectors",2015,419.6483357,"By fish group"
"Silver biddies","RCP 8.5","All sectors",2015,418.9571769,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",2015,78756.5692726,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",2015,80067.9294971,"By fish group"
"Silver sillago","RCP 2.6","All sectors",2015,74.33322393,"By fish group"
"Silver sillago","RCP 8.5","All sectors",2015,74.26936103,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",2015,1063.140684,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",2015,1060.856196,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",2015,139.4135774,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",2015,139.1076925,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",2015,378.7996854,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",2015,261.7487508,"By fish group"
"Stargazers","RCP 2.6","All sectors",2015,11.55633577,"By fish group"
"Stargazers","RCP 8.5","All sectors",2015,11.53165566,"By fish group"
"Threadfins","RCP 2.6","All sectors",2015,12123.227717,"By fish group"
"Threadfins","RCP 8.5","All sectors",2015,12654.890657,"By fish group"
"Thryssas","RCP 2.6","All sectors",2015,883.32785637,"By fish group"
"Thryssas","RCP 8.5","All sectors",2015,890.38532404,"By fish group"
"Toli shad","RCP 2.6","All sectors",2015,13.38214977,"By fish group"
"Toli shad","RCP 8.5","All sectors",2015,13.08894504,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",2015,513.5289547,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",2015,520.9161369,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",2015,15.71333961,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",2015,15.67961282,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",2015,633.3887183,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",2015,648.12458,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",2015,271.648989,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",2015,282.3898737,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",2016,10916.78525,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",2016,8383.512797,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",2016,58755.1439,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",2016,62269.53944,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",2016,4352.533308,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",2016,4571.710331,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",2016,37977.08718,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",2016,38329.30266,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",2016,46322.76803,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",2016,48047.31401,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",2016,734.2269366,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",2016,879.4749848,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",2016,1998.517136,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",2016,2084.25755,"By fish group"
"Others","RCP 2.6","Artisanal",2016,50270.94303,"By fish group"
"Others","RCP 8.5","Artisanal",2016,54840.9601,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",2016,25479.46008,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",2016,24481.56958,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",2016,74122.26276,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",2016,75148.23384,"By fish group"
"Threadfins","RCP 2.6","Artisanal",2016,10175.3007,"By fish group"
"Threadfins","RCP 8.5","Artisanal",2016,10726.77462,"By fish group"
"Thryssas","RCP 2.6","Artisanal",2016,195.2036525,"By fish group"
"Thryssas","RCP 8.5","Artisanal",2016,209.650072,"By fish group"
"Bombay duck","RCP 2.6","Industrial",2016,1920.627161,"By fish group"
"Bombay duck","RCP 8.5","Industrial",2016,1933.935685,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",2016,327.3228628,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",2016,331.0180766,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",2016,1002.380237,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",2016,1006.41946,"By fish group"
"Others","RCP 2.6","Industrial",2016,18455.6766,"By fish group"
"Others","RCP 8.5","Industrial",2016,18632.89527,"By fish group"
